Name	Lat	Lng	Type	Verses	Source	Confidence	SourceDetail
Cappadocia	38.670556	34.839167	region	Acts.2.9,1Pet.1.1	gnosis	medium	openbible
Carmel	31.422876	35.132952	city	Josh.12.22,Josh.15.55,Josh.19.26,1Sam.15.12,1Sam.25.2,1Sam.25.5,1Sam.25.7,1Sam.25.40,1Sam.27.3,1Sam.30.5,2Sam.2.2,2Sam.3.3,2Sam.23.35,1Chr.11.37,Song.7.5,Isa.33.9,Isa.35.2,Jer.46.18,Jer.50.19,Amos.1.2,Amos.9.3,Nah.1.4	gnosis	medium	openbible
Casiphia	32.543333	44.422222	city	Ezra.8.17	gnosis	medium	openbible
Cenchreae	37.884335	22.996816	city	Acts.18.18,Rom.16.1	gnosis	medium	openbible
Chaldea	30.962222	46.104444	region	Isa.48.20,Jer.50.10,Jer.51.24,Jer.51.35,Ezek.11.24,Ezek.16.29,Ezek.23.15,Ezek.23.16,Ezek.23.23	gnosis	medium	openbible
Cherith	32.394722	35.591389	region	1Kgs.17.3,1Kgs.17.5	gnosis	medium	openbible
Cherub	32.543333	44.422222	city	Ezra.2.59,Neh.7.61	gnosis	medium	openbible
Chesil	31.327312	34.87847	city	Josh.15.30	gnosis	medium	openbible
Chezib	31.642074	34.953019	city	Gen.38.5	gnosis	medium	openbible
Chilmad	34.8065	48.516247	city	Ezek.27.23	gnosis	medium	openbible
Chinnereth	32.869444	35.538333	city	Deut.3.17	gnosis	medium	openbible
Chinneroth	32.80677585520321	35.58936052679091	region	Josh.11.2,1Kgs.15.20	gnosis	medium	theographic
Chisloth-tabor	32.683367	35.324193	city	Josh.19.12	gnosis	medium	openbible
Chitlish	31.52994	34.78959	city	Josh.15.40	gnosis	medium	openbible
Chorazin	32.911389	35.563889	city	Matt.11.21,Luke.10.13	gnosis	medium	openbible
Cilicia	36.913028	34.892056	region	Acts.6.9,Acts.15.23,Acts.15.41,Acts.21.39,Acts.22.3,Acts.23.34,Acts.27.5,Gal.1.21	gnosis	medium	openbible
Cnidus	36.685833	27.375	city	Acts.27.7	gnosis	medium	openbible
Corinth	37.905785	22.878741	city	Acts.18.1,Acts.19.1,1Cor.1.2,2Cor.1.1,2Cor.1.23,2Tim.4.20	gnosis	medium	openbible
corner gate	31.776667	35.234167	city	2Kgs.14.13,2Chr.25.23,2Chr.26.9,Jer.31.38,Zech.14.10	gnosis	medium	openbible
Cozeba	31.642074	34.953019	city	1Chr.4.22	gnosis	medium	openbible
Crete	35.309722	24.893333	region	Acts.27.7,Acts.27.12,Acts.27.13,Acts.27.21,Titus.1.5	gnosis	medium	openbible
Cun	34.259722	36.423611	city	1Chr.18.8	gnosis	medium	openbible
Cush	21.959788	31.343557	region	2Kgs.19.9,Ps.68.31,Ps.87.4,Isa.11.11,Isa.18.1,Isa.20.3,Isa.20.5,Isa.37.9,Isa.43.3,Isa.45.14,Ezek.29.10,Ezek.30.4,Ezek.30.5,Ezek.38.5,Nah.3.9,Zeph.3.10	gnosis	medium	theographic
Cushan	28.4947	35.0122	city	Hab.3.7	gnosis	medium	openbible
Cuthah	32.733333	44.666667	city	2Kgs.17.24	gnosis	medium	theographic
Cyprus	35	33	region	Isa.23.1,Isa.23.12,Jer.2.10,Ezek.27.6,Acts.4.36,Acts.11.19,Acts.11.20,Acts.13.4,Acts.15.39,Acts.21.3,Acts.21.16,Acts.27.4	gnosis	medium	openbible
Dalmanutha	32.827069	35.513552	city	Mark.8.10	gnosis	medium	openbible
Dalmatia	43.812761	16.218756	region	2Tim.4.10	gnosis	medium	openbible
Damascus	33.511112	36.30639	city	Gen.14.15,Gen.15.2,2Sam.8.5,2Sam.8.6,1Kgs.11.24,1Kgs.15.18,1Kgs.19.15,1Kgs.20.34,2Kgs.5.12,2Kgs.8.7,2Kgs.8.9,2Kgs.14.28,2Kgs.16.9,2Kgs.16.10,2Kgs.16.11,2Kgs.16.12,1Chr.18.5,1Chr.18.6,2Chr.16.2,2Chr.24.23,2Chr.28.5,2Chr.28.23,Song.7.4,Isa.7.8,Isa.8.4,Isa.10.9,Isa.17.1,Isa.17.3,Jer.49.23,Jer.49.24,Jer.49.27,Ezek.27.18,Ezek.47.16,Ezek.47.17,Ezek.47.18,Ezek.48.1,Amos.1.3,Amos.1.5,Amos.5.27,Zech.9.1,Acts.9.2,Acts.9.3,Acts.9.8,Acts.9.10,Acts.9.19,Acts.9.22,Acts.9.27,Acts.22.5,Acts.22.6,Acts.22.10,Acts.22.11,Acts.26.12,Acts.26.20,2Cor.11.32,Gal.1.17	gnosis	medium	openbible
Debir	31.4166696	34.96667012	city	Josh.10.38,Josh.10.39,Josh.11.21,Josh.12.13,Josh.15.15,Josh.15.49,Josh.21.15,Judg.1.11,1Chr.6.58	gnosis	medium	theographic
Debir	31.816662	35.349994	city	Josh.15.7	gnosis	medium	theographic
Debir	32.662488	35.783568	city	Josh.13.26	gnosis	medium	theographic
Decapolis	32.716667	35.8	region	Matt.4.25,Mark.5.20,Mark.7.31	gnosis	medium	openbible
Destruction	30.129444	31.3075	city	Isa.19.18	gnosis	medium	openbible
Dibon-gad	31.49684514	35.78284105	city	Num.33.45,Num.33.46	gnosis	medium	theographic
Dilean	31.50259	34.7583	city	Josh.15.38	gnosis	medium	openbible
Dimonah	31.502236	35.776574	city	Josh.15.22	gnosis	medium	openbible
Dinhabah	31.798459	35.722377	city	Gen.36.32,1Chr.1.43	gnosis	medium	openbible
Diviners' Oak	32.213611	35.281944	city	Judg.9.37	gnosis	medium	openbible
Dophkah	29.036733	33.459407	city	Num.33.12,Num.33.13	gnosis	medium	openbible
Dragon Spring	31.767198	35.235985	landmark	Neh.2.13	gnosis	medium	openbible
dung gate	31.776667	35.234167	landmark	Neh.2.13,Neh.3.13,Neh.3.14,Neh.12.31	gnosis	medium	openbible
Dura	32.32	44.501667	city	Dan.3.1	gnosis	medium	openbible
East	31.9547	35.9343	city	Judg.6.3,Judg.6.33,Judg.7.12,Judg.8.10,Ezek.25.4,Ezek.25.10	gnosis	medium	openbible
east gate	31.776667	35.234167	landmark	Neh.3.29	gnosis	medium	openbible
Ebenezer	32.1046	34.9645	city	1Sam.4.1,1Sam.5.1,1Sam.7.12	gnosis	medium	openbible
Eder	31.632629	35.092145	city	Gen.35.21	gnosis	medium	openbible
Eder	31.1858	34.96745	city	Josh.15.21	gnosis	medium	theographic
Edom	30.745843	35.603919	region	Gen.32.3,Gen.36.16,Gen.36.17,Gen.36.21,Gen.36.31,Gen.36.32,Gen.36.43,Exod.15.15,Num.20.14,Num.20.18,Num.20.20,Num.20.21,Num.20.23,Num.21.4,Num.24.18,Num.33.37,Num.34.3,Josh.15.1,Josh.15.21,Judg.5.4,Judg.11.17,Judg.11.18,1Sam.14.47,2Sam.8.12,2Sam.8.14,1Kgs.9.26,1Kgs.11.14,1Kgs.11.15,1Kgs.11.16,1Kgs.22.47,2Kgs.3.8,2Kgs.3.9,2Kgs.3.12,2Kgs.3.20,2Kgs.3.26,2Kgs.8.20,2Kgs.8.22,2Kgs.14.10,1Chr.1.43,1Chr.1.51,1Chr.1.54,1Chr.18.11,1Chr.18.13,2Chr.8.17,2Chr.20.2,2Chr.25.20,Ps.60.8,Ps.60.9,Ps.83.6,Ps.108.9,Ps.108.10,Isa.11.14,Isa.63.1,Jer.9.26,Jer.25.21,Jer.27.3,Jer.40.11,Jer.49.7,Jer.49.17,Jer.49.20,Jer.49.22,Lam.4.21,Lam.4.22,Ezek.25.12,Ezek.25.13,Ezek.25.14,Ezek.32.29,Ezek.35.15,Ezek.36.5,Dan.11.41,Joel.3.19,Amos.1.6,Amos.1.9,Amos.1.11,Amos.2.1,Amos.9.12,Obad.1.1,Obad.1.8,Mal.1.4	gnosis	medium	openbible
Eglaim	31.180849	35.712631	city	Isa.15.8	gnosis	medium	openbible
Eglath-shelishiyah	31.036904	35.487657	city	Isa.15.5,Jer.48.34	gnosis	medium	openbible
Egyptian Sea	30.338333	32.377778	sea	Isa.11.15	gnosis	medium	openbible
El-bethel	31.922778	35.241389	city	Gen.35.7	gnosis	medium	openbible
El-paran	29.530676	34.999999	city	Gen.14.6	gnosis	medium	openbible
Elam	32.18922	48.25778	region	Gen.14.1,Gen.14.9,Isa.11.11,Isa.21.2,Isa.22.6,Jer.25.25,Jer.49.34,Jer.49.35,Jer.49.36,Jer.49.37,Jer.49.38,Jer.49.39,Ezek.32.24,Dan.8.2	gnosis	medium	openbible
Elishah	35	33	city	Ezek.27.7	gnosis	medium	openbible
Elkosh	33.12139	35.33833	city	Nah.1.1	gnosis	medium	openbible
Ellasar	35.456667	43.2625	region	Gen.14.1,Gen.14.9	gnosis	medium	openbible
Eloth	29.528502	35.005732	city	1Kgs.9.26,2Chr.8.17,2Chr.26.2	gnosis	medium	theographic
Eltolad	31.244722	34.840833	city	Josh.15.30,Josh.19.4	gnosis	medium	openbible
Emek-keziz	31.871719	35.444564	city	Josh.18.21	gnosis	medium	openbible
Emmaus	31.79289	35.16419	city	Luke.24.13	gnosis	medium	openbible
En-hakkore	31.748796	35.001006	landmark	Judg.15.19	gnosis	medium	openbible
En-mishpat	30.68771281	34.49479554	city	Gen.14.7	gnosis	medium	theographic
En-rimmon	31.38333	34.86564	city	Neh.11.29	gnosis	medium	openbible
En-tappuah	32.10415	35.23007	landmark	Josh.17.7	gnosis	medium	openbible
Enaim	31.68768	35.012365	city	Gen.38.14,Gen.38.21	gnosis	medium	openbible
Enam	31.715	34.969167	city	Josh.15.34	gnosis	medium	openbible
Eneglaim	31.28064	35.533581	city	Ezek.47.10	gnosis	medium	openbible
Ephah	28.4947	35.0122	city	Isa.60.6	gnosis	medium	openbible
Ephesus	37.939125	27.3407	city	Acts.18.19,Acts.18.21,Acts.18.24,Acts.19.1,Acts.19.17,Acts.19.26,Acts.19.35,Acts.20.16,Acts.20.17,1Cor.15.32,1Cor.16.8,Eph.1.1,1Tim.1.3,2Tim.1.18,2Tim.4.12,Rev.1.11,Rev.2.1	gnosis	medium	openbible
Ephraim	31.954444	35.300278	city	John.11.54	gnosis	medium	openbible
Ephrath	31.704306	35.207639	city	Gen.35.16,Gen.35.19,Gen.48.7	gnosis	medium	openbible
Ephrathah	31.704306	35.207639	city	Ruth.4.11,Ps.132.6	gnosis	medium	openbible
Ephron	31.796944	35.144167	city	Josh.18.15	gnosis	medium	openbible
Ephron	31.95378956	35.29913578	city	2Chr.13.19	gnosis	medium	theographic
Erech	31.322222	45.636111	city	Gen.10.10,Ezra.4.9	gnosis	medium	openbible
Esau	30.734691	35.60625	city	Gen.36.40,Jer.49.10,Obad.1.18	gnosis	medium	theographic
Esek	31.424497	34.6062	landmark	Gen.26.20	gnosis	medium	openbible
Eshtemoa	31.400792	35.067075	city	Josh.21.14,1Sam.30.28,1Chr.6.57	gnosis	medium	openbible
Eshtemoh	31.373521	35.074552	city	Josh.15.50	gnosis	medium	theographic
Eth-kazin	32.74647	35.33921	city	Josh.19.13	gnosis	medium	openbible
Ether	31.8099	34.9365	city	Josh.15.42,Josh.19.7	gnosis	medium	theographic
Ethiopia	16.935139	33.75075	region	Esth.1.1,Esth.8.9,Job.28.19,Gen.2.13	gnosis	medium	openbible
Euphrates	31.0043	47.442	river	Gen.15.18,Gen.31.21,Gen.36.37,Exod.23.31,Deut.1.7,Deut.11.24,Josh.1.4,2Sam.8.3,2Sam.10.16,1Kgs.4.21,1Kgs.4.24,1Kgs.14.15,2Kgs.23.29,2Kgs.24.7,1Chr.1.48,1Chr.5.9,1Chr.18.3,1Chr.19.16,2Chr.9.26,2Chr.35.20,Isa.27.12,Jer.13.4,Jer.13.5,Jer.13.6,Jer.13.7,Jer.46.2,Jer.46.6,Jer.46.10,Jer.51.63,Rev.9.14,Rev.16.12,Gen.2.14	gnosis	medium	openbible
Ezem	31.281372	34.797404	city	Josh.15.29,Josh.19.3,1Chr.4.29	gnosis	medium	openbible
Field	31.767198	35.235985	landmark	2Kgs.18.17,Isa.7.3,Isa.36.2	gnosis	medium	openbible
fish gate	31.776667	35.234167	city	2Chr.33.14,Neh.3.3,Zeph.1.10	gnosis	medium	openbible
Forest	31.777444	35.234935	city	Isa.22.8	gnosis	medium	theographic
Gaash	32.00806	35.10729	city	Josh.24.30,Judg.2.9,2Sam.23.30,1Chr.11.32	gnosis	medium	openbible
Gabbatha	31.776083	35.228036	city	John.19.13	gnosis	medium	openbible
Galatia	39.266667	32.983333	region	Acts.16.6,Acts.18.23,1Cor.16.1,Gal.1.2,2Tim.4.10,1Pet.1.1	gnosis	medium	openbible
Galeed	32.56526757	36.00555931	city	Gen.31.47,Gen.31.48	gnosis	medium	theographic
Galilee	32.76	35.527	region	Josh.12.23,Josh.20.7,Josh.21.32,1Kgs.9.11,2Kgs.15.29,1Chr.6.76,Isa.9.1,Matt.2.22,Matt.3.13,Matt.4.12,Matt.4.15,Matt.4.23,Matt.4.25,Matt.17.22,Matt.19.1,Matt.21.11,Matt.26.32,Matt.27.55,Matt.28.7,Matt.28.10,Matt.28.16,Mark.1.9,Mark.1.14,Mark.1.28,Mark.1.39,Mark.3.7,Mark.6.21,Mark.9.30,Mark.14.28,Mark.15.41,Mark.16.7,Luke.1.26,Luke.2.4,Luke.2.39,Luke.3.1,Luke.4.14,Luke.4.31,Luke.5.17,Luke.8.26,Luke.17.11,Luke.23.5,Luke.23.49,Luke.23.55,Luke.24.6,John.1.43,John.2.1,John.2.11,John.4.3,John.4.43,John.4.45,John.4.46,John.4.47,John.4.54,John.7.1,John.7.9,John.7.41,John.7.52,John.12.21,John.21.2,Acts.1.11,Acts.9.31,Acts.10.37,Acts.13.31	gnosis	medium	openbible
Gamad	33.62384	35.82104	city	Ezek.27.11	gnosis	medium	openbible
Gareb	31.776667	35.234167	mountain	Jer.31.39	gnosis	medium	openbible
gate Miphkad	31.776667	35.234167	landmark	Neh.3.31	gnosis	medium	openbible
gate of Benjamin	31.776667	35.234167	landmark	Jer.20.2,Jer.37.13,Jer.38.7,Zech.14.10	gnosis	medium	openbible
gate of Ephraim	31.776667	35.234167	landmark	2Kgs.14.13,2Chr.25.23	gnosis	medium	openbible
gate of the children of the people	31.776667	35.234167	landmark	Jer.17.19	gnosis	medium	openbible
gate of the foundation	31.776667	35.234167	landmark	2Chr.23.5	gnosis	medium	openbible
gate of the fountain	31.776667	35.234167	landmark	Neh.2.14,Neh.3.15,Neh.12.37	gnosis	medium	openbible
gate of the valley	31.776667	35.234167	landmark	Neh.2.13,Neh.2.15	gnosis	medium	openbible
Geder	31.632629	35.092145	city	Josh.12.13	gnosis	medium	openbible
Gederoth	31.688903	34.996117	city	Josh.15.41,2Chr.28.18	gnosis	medium	openbible
Gederothaim	31.688903	34.996117	city	Josh.15.36	gnosis	medium	openbible
Geliloth	31.79052	35.32262	city	Josh.18.17	gnosis	medium	openbible
Gennesaret	32.860556	35.507222	city	Matt.14.34,Mark.6.53,Luke.5.1	gnosis	medium	openbible
Geruth Chimham	31.704306	35.207639	city	Jer.41.17	gnosis	medium	openbible
Gethsemane	31.779419	35.239425	landmark	Matt.26.36,Mark.14.32	gnosis	medium	openbible
Giah	31.841047	35.279535	city	2Sam.2.24	gnosis	medium	openbible
Gibeah	31.45015	35.053525	city	Josh.18.28,Judg.19.12,Judg.19.13,Judg.19.14,Judg.19.15,Judg.19.16,Judg.20.4,Judg.20.5,Judg.20.9,Judg.20.10,Judg.20.13,Judg.20.14,Judg.20.15,Judg.20.19,Judg.20.20,Judg.20.21,Judg.20.25,Judg.20.29,Judg.20.30,Judg.20.31,Judg.20.34,Judg.20.36,Judg.20.37,Judg.20.43,1Sam.10.26,1Sam.11.4,1Sam.13.2,1Sam.13.15,1Sam.14.2,1Sam.14.16,1Sam.15.34,1Sam.22.6,1Sam.23.19,1Sam.26.1,2Sam.21.6,2Sam.23.29,1Chr.11.31,Isa.10.29,Hos.5.8,Hos.9.9,Hos.10.9	gnosis	medium	openbible
Gibeah	31.43333151674604	35.13333188530802	city	Josh.15.57,2Chr.13.2	gnosis	medium	theographic
Gibeath-elohim	31.823113	35.230718	city	1Sam.10.5	gnosis	medium	openbible
Gibeath-haaraloth	31.881883	35.459969	city	Josh.5.3	gnosis	medium	openbible
Gibeon	31.847451	35.183351	city	Josh.9.3,Josh.9.17,Josh.10.1,Josh.10.2,Josh.10.4,Josh.10.5,Josh.10.6,Josh.10.10,Josh.10.12,Josh.10.41,Josh.11.19,Josh.18.25,Josh.21.17,2Sam.2.12,2Sam.2.13,2Sam.2.16,2Sam.2.24,2Sam.3.30,2Sam.20.8,1Kgs.3.4,1Kgs.3.5,1Kgs.9.2,1Chr.8.29,1Chr.9.35,1Chr.12.4,1Chr.14.16,1Chr.16.39,1Chr.21.29,2Chr.1.3,2Chr.1.13,Neh.3.7,Neh.7.25,Jer.28.1,Jer.41.12,Jer.41.16	gnosis	medium	openbible
Gidom	31.84762	35.305139	city	Judg.20.45	gnosis	medium	openbible
Gilead	32.187016	35.69211	region	Gen.31.21,Gen.31.23,Gen.31.25,Gen.37.25,Num.32.1,Num.32.26,Num.32.29,Num.32.39,Num.32.40,Deut.2.36,Deut.3.10,Deut.3.12,Deut.3.13,Deut.3.15,Deut.3.16,Deut.4.43,Deut.34.1,Josh.12.2,Josh.12.5,Josh.13.11,Josh.13.25,Josh.13.31,Josh.17.1,Josh.17.5,Josh.17.6,Josh.20.8,Josh.21.38,Josh.22.9,Josh.22.13,Josh.22.15,Josh.22.32,Judg.5.17,Judg.10.4,Judg.10.8,Judg.10.17,Judg.10.18,Judg.11.5,Judg.11.7,Judg.11.8,Judg.11.9,Judg.11.10,Judg.11.11,Judg.11.29,Judg.12.4,Judg.12.5,Judg.12.7,Judg.20.1,1Sam.13.7,2Sam.2.9,2Sam.17.26,2Sam.24.6,1Kgs.4.13,1Kgs.4.19,1Kgs.17.1,2Kgs.10.33,2Kgs.15.25,2Kgs.15.29,1Chr.2.22,1Chr.5.9,1Chr.5.10,1Chr.5.16,1Chr.6.80,1Chr.26.31,1Chr.27.21,Ps.60.7,Ps.108.8,Song.4.1,Song.6.5,Jer.8.22,Jer.22.6,Jer.46.11,Jer.50.19,Ezek.47.18,Hos.6.8,Hos.12.11,Amos.1.3,Amos.1.13,Obad.1.19,Mic.7.14,Zech.10.10	gnosis	medium	openbible
Gilgal	31.881883	35.459969	city	Deut.11.30,Josh.4.19,Josh.4.20,Josh.5.9,Josh.5.10,Josh.9.6,Josh.10.6,Josh.10.7,Josh.10.9,Josh.10.15,Josh.10.43,Josh.14.6,Josh.15.7,Judg.2.1,Judg.3.19,1Sam.7.16,1Sam.10.8,1Sam.11.14,1Sam.11.15,1Sam.13.4,1Sam.13.7,1Sam.13.8,1Sam.13.12,1Sam.13.15,1Sam.15.12,1Sam.15.21,1Sam.15.33,2Sam.19.15,2Sam.19.40,Hos.4.15,Hos.9.15,Hos.12.11,Amos.4.4,Amos.5.5,Mic.6.5	gnosis	medium	openbible
Gilgal	32.029737	35.222604	city	2Kgs.2.1,2Kgs.4.38	gnosis	medium	theographic
Gittaim	31.90302	34.88994	city	2Sam.4.3,Neh.11.33	gnosis	medium	openbible
Goah	31.776667	35.234167	city	Jer.31.39	gnosis	medium	openbible
Gob	31.859167	34.919167	city	2Sam.21.18,2Sam.21.19	gnosis	medium	openbible
Gog	38.488333	28.040278	region	Rev.20.8	gnosis	medium	openbible
Golgotha	31.778444	35.22975	landmark	Matt.27.33,Mark.15.22,John.19.17	gnosis	medium	openbible
Gomer	39	32	city	Ezek.38.6	gnosis	medium	openbible
Gomorrah	31.20849	35.449223	city	Gen.10.19,Gen.13.10,Gen.14.2,Gen.14.8,Gen.14.10,Gen.14.11,Gen.18.20,Gen.19.24,Gen.19.28,Deut.29.23,Deut.32.32,Isa.1.9,Isa.1.10,Isa.13.19,Jer.23.14,Jer.49.18,Jer.50.40,Amos.4.11,Zeph.2.9,Matt.10.15,Rom.9.29,2Pet.2.6,Jude.1.7	gnosis	medium	openbible
great sea	31.804819	34.17035	sea	Num.34.6,Num.34.7,Josh.1.4,Josh.9.1,Josh.15.12,Josh.15.47,Josh.23.4,Ezek.47.10,Ezek.47.15,Ezek.47.19,Ezek.47.20,Ezek.48.28	gnosis	medium	openbible
Greece	37.971851	23.726738	region	Dan.8.21,Dan.10.20,Dan.11.2,Zech.9.13,Acts.20.2	gnosis	medium	openbible
Gudgodah	30.358285	35.19027	city	Deut.10.7	gnosis	medium	theographic
Gur	32.44411	35.2966	city	2Kgs.9.27	gnosis	medium	openbible
Gurbaal	30.745843	35.603919	city	2Chr.26.7	gnosis	medium	openbible
Hadrach	35.905	36.798611	region	Zech.9.1	gnosis	medium	openbible
Hahiroth	29.94658	32.425144	city	Num.33.8	gnosis	medium	theographic
Hakkephirim	32.027222	34.868056	city	Neh.6.2	gnosis	medium	openbible
Halah	36.43173	43.19459	region	2Kgs.17.6,2Kgs.18.11,1Chr.5.26	gnosis	medium	openbible
Hali	32.771772	35.155668	city	Josh.19.25	gnosis	medium	openbible
Ham	31.95018855	35.92413136	region	Gen.14.5	gnosis	medium	theographic
Ham	30.108086	31.33822	city		gnosis	medium	theographic
Hammon	33.125828	35.165	city	Josh.19.28,1Chr.6.76	gnosis	medium	theographic
Hammoth-dor	32.766368	35.550553	city	Josh.21.32	gnosis	medium	openbible
Hamonah	31.7539	35.7152	city	Ezek.39.16	gnosis	medium	openbible
Hapharaim	32.60385	35.44661	city	Josh.19.19	gnosis	medium	openbible
Hara	36.826785	40.03967	region	1Chr.5.26	gnosis	medium	openbible
Haradah	30.50662	34.30356	city	Num.33.24,Num.33.25	gnosis	medium	openbible
Haran	36.864444	39.032778	city	Gen.11.31,Gen.11.32,Gen.12.4,Gen.12.5,Gen.27.43,Gen.28.10,Gen.29.4,2Kgs.19.12,Isa.37.12,Ezek.27.23	gnosis	medium	openbible
Harmon	33.4	35.85	city	Amos.4.3	gnosis	medium	openbible
Hashmonah	31.30992	34.9078	city	Num.33.29,Num.33.30	gnosis	medium	openbible
Hauran	32.73009	36.36812	region	Ezek.47.16,Ezek.47.18	gnosis	medium	openbible
Havilah	32.543333	44.422222	region	Gen.2.11	gnosis	medium	openbible
Havilah	30.14	35.22	region	Gen.25.18,1Sam.15.7	gnosis	medium	theographic
Havvoth-jair	32.5876	35.7256	city	Num.32.41,Deut.3.14,Judg.10.4,1Chr.2.23	gnosis	medium	openbible
Hazar-addar	30.583378	34.484081	city	Num.34.4	gnosis	medium	openbible
Hazar-gaddah	31.244722	34.840833	city	Josh.15.27	gnosis	medium	openbible
Hazar-susah	31.3445	34.9014	city	Josh.19.5	gnosis	medium	openbible
Hazar-susim	31.391668	34.940502	city	1Chr.4.31	gnosis	medium	theographic
Hazazon-tamar	30.8087	35.2459	city	Gen.14.7,2Chr.20.2	gnosis	medium	openbible
Hazer-hatticon	34.229444	37.240556	city	Ezek.47.16	gnosis	medium	openbible
Hebron	31.525087	35.10222	city	Gen.13.18,Gen.23.2,Gen.23.19,Gen.35.27,Num.13.22,Josh.10.3,Josh.10.5,Josh.10.23,Josh.10.36,Josh.10.39,Josh.11.21,Josh.12.10,Josh.14.13,Josh.14.14,Josh.14.15,Josh.15.13,Josh.15.54,Josh.20.7,Josh.21.11,Josh.21.13,Judg.1.10,Judg.1.20,Judg.16.3,1Sam.30.31,2Sam.2.1,2Sam.2.3,2Sam.2.11,2Sam.2.32,2Sam.3.2,2Sam.3.5,2Sam.3.19,2Sam.3.20,2Sam.3.22,2Sam.3.27,2Sam.3.32,2Sam.4.1,2Sam.4.8,2Sam.4.12,2Sam.5.1,2Sam.5.3,2Sam.5.5,2Sam.5.13,2Sam.15.7,2Sam.15.9,2Sam.15.10,1Kgs.2.11,1Chr.3.1,1Chr.3.4,1Chr.6.55,1Chr.6.57,1Chr.11.1,1Chr.11.3,1Chr.12.23,1Chr.12.38,1Chr.29.27,2Chr.11.10	gnosis	medium	openbible
Helam	32.75	36.240833	city	2Sam.10.16,2Sam.10.17	gnosis	medium	openbible
Helbah	33.317804	35.243368	city	Judg.1.31	gnosis	medium	openbible
Helech	36.913028	34.892056	city	Ezek.27.11	gnosis	medium	openbible
Heres	31.9547	35.9343	city	Judg.8.13	gnosis	medium	openbible
Hermon	33.416111	35.8575	mountain	Deut.3.9,Deut.4.48,Josh.11.3,Ps.42.6,Ps.89.12,Ps.133.3,Song.4.8	gnosis	medium	theographic
Hezron	30.648333	34.422222	landmark	Josh.15.3	gnosis	medium	openbible
Highway	31.9547	35.9343	city	Num.20.17,Num.21.22	gnosis	medium	openbible
Hilen	31.583333	34.95	city	1Chr.6.58	gnosis	medium	theographic
hill Mizar	33.4	35.85	mountain	Ps.42.6	gnosis	medium	openbible
Holy Place	31.777444	35.234935	city	1Kgs.8.8,1Kgs.8.10,2Chr.5.9,2Chr.5.11,2Chr.6.2,2Chr.29.5,2Chr.29.7,2Chr.35.5,Ezek.41.21,Ezek.41.23,Ezek.42.14,Ezek.44.27,Ezek.45.4,Heb.9.2	gnosis	medium	theographic
Hor-haggidgad	30.11424	34.71154	city	Num.33.32,Num.33.33	gnosis	medium	openbible
Horeb	28.58771	33.921682	city	Exod.3.1,Exod.17.6,Deut.1.2,Deut.1.6,Deut.1.19,Deut.4.10,Deut.4.15,Deut.5.2,Deut.9.8,Deut.18.16,Deut.29.1,1Kgs.8.9,1Kgs.19.8,2Chr.5.10,Ps.106.19,Mal.4.4	gnosis	medium	theographic
Hormah	31.212285	34.958277	city	Num.14.45,Num.21.3,Deut.1.44,Josh.12.14,Josh.15.30,Josh.19.4,Judg.1.17,1Sam.30.30,1Chr.4.30	gnosis	medium	openbible
horse gate	31.776667	35.234167	city	Neh.3.28,Jer.31.40	gnosis	medium	openbible
Hukok	32.75885	35.09027	city	1Chr.6.75	gnosis	medium	openbible
Humtah	31.525087	35.10222	city	Josh.15.54	gnosis	medium	openbible
Iconium	37.872202	32.492331	city	Acts.13.51,Acts.14.1,Acts.14.19,Acts.14.21,Acts.16.2,2Tim.3.11	gnosis	medium	openbible
Idumea	31.525087	35.10222	city	Mark.3.8	gnosis	medium	openbible
Iim	31.36475	34.92061	city	Josh.15.29	gnosis	medium	openbible
Illyricum	43.539444	16.483056	region	Rom.15.19	gnosis	medium	openbible
Immer	32.543333	44.422222	city	Ezra.2.59,Neh.7.61	gnosis	medium	openbible
India	23.9944	67.4308	city	Esth.1.1,Esth.8.9	gnosis	medium	openbible
Iphtah	31.57459	35.01244	city	Josh.15.43	gnosis	medium	openbible
Ir-shemesh	31.750621	34.974744	city	Josh.19.41	gnosis	medium	openbible
Italy	41.8922	12.4852	region	Acts.18.2,Acts.27.1,Acts.27.6,Heb.13.24	gnosis	medium	openbible
Ithnan	30.61274	34.73251	city	Josh.15.23	gnosis	medium	openbible
Ituraea	33.4	35.85	region	Luke.3.1	gnosis	medium	openbible
Ivvah	34.684722	36.690556	city	2Kgs.18.34,2Kgs.19.13,Isa.37.13	gnosis	medium	openbible
Iye-abarim	30.955999	35.77948	city	Num.21.11,Num.33.44	gnosis	medium	openbible
Iyim	31.49684513710609	35.78284105296996	city	Num.33.45	gnosis	medium	theographic
Jaar	31.808957	35.10378	city		gnosis	medium	openbible
Jabbok	32.11525	35.543056	river	Gen.32.22,Num.21.24,Deut.2.37,Deut.3.16,Josh.12.2,Judg.11.13,Judg.11.22	gnosis	medium	openbible
Jabesh	32.37982175	35.61158746	city	1Sam.11.1,1Sam.11.3,1Sam.11.5,1Sam.11.9,1Sam.11.10,1Sam.31.12,1Sam.31.13,1Chr.10.12	gnosis	medium	theographic
Jabez	31.704306	35.207639	city	1Chr.2.55	gnosis	medium	openbible
Jabneh	31.865518	34.746856	city	2Chr.26.6	gnosis	medium	theographic
Jagur	31.2328	34.9867	city	Josh.15.21	gnosis	medium	openbible
