Name	Lat	Lng	Type	Verses	Source	Confidence	SourceDetail
Media	34.8065	48.516247	region	Ezra.6.2,Esth.1.3,Esth.1.14,Esth.1.18,Esth.10.2,Isa.21.2,Jer.25.25,Dan.8.20	gnosis	medium	openbible
Megiddo	32.585278	35.184444	city	Josh.12.21,Josh.17.11,Judg.1.27,Judg.5.19,1Kgs.4.12,1Kgs.9.15,2Kgs.9.27,2Kgs.23.29,2Kgs.23.30,1Chr.7.29,2Chr.35.22,Zech.12.11	gnosis	medium	openbible
Memphis	29.8488	31.253	city	Isa.19.13,Jer.2.16,Jer.44.1,Jer.46.14,Jer.46.19,Ezek.30.13,Ezek.30.16,Hos.9.6	gnosis	medium	openbible
Merathaim	32.543333	44.422222	city	Jer.50.21	gnosis	medium	openbible
Meribah	30.648333	34.422222	landmark	Num.20.13,Num.20.24,Num.27.14,Ps.81.7	gnosis	medium	openbible
Meribah	28.73106102564323	33.84169995726504	landmark	Exod.17.7,Deut.33.8	gnosis	medium	theographic
Meribah-kadesh	30.68771281376111	34.49479554246946	city	Deut.32.51,Ezek.47.19,Ezek.48.28	gnosis	medium	theographic
Meroz	33.032197	35.529871	city	Judg.5.23	gnosis	medium	openbible
Mesha	29.61094	41.552048	city	Gen.10.30	gnosis	medium	openbible
Meshech	39.655	31.994167	city	Ps.120.5,Ezek.27.13,Ezek.38.2,Ezek.38.3,Ezek.39.1	gnosis	medium	openbible
Meshech-Tubal	46	47	city	Ezek.32.26	gnosis	medium	theographic
Mesopotamia	36.864444	39.032778	region	Gen.24.10,Deut.23.4,Judg.3.8,Judg.3.10,1Chr.19.6,Acts.2.9,Acts.7.2	gnosis	medium	openbible
Midian	28.4947	35.0122	region	Gen.36.35,Exod.2.15,Exod.2.16,Exod.3.1,Exod.4.19,Exod.18.1,Num.22.4,Num.22.7,Num.25.15,Num.25.18,Num.31.3,Num.31.7,Num.31.8,Num.31.9,Josh.13.21,Judg.6.1,Judg.6.2,Judg.6.6,Judg.6.7,Judg.6.13,Judg.6.14,Judg.7.1,Judg.7.7,Judg.7.8,Judg.7.13,Judg.7.14,Judg.7.15,Judg.7.23,Judg.7.25,Judg.8.1,Judg.8.3,Judg.8.5,Judg.8.12,Judg.8.22,Judg.8.26,Judg.8.28,Judg.9.17,1Kgs.11.18,1Chr.1.46,Ps.83.9,Isa.9.4,Isa.10.26,Isa.60.6,Hab.3.7	gnosis	medium	openbible
Migdol	30.96478	32.49286	city	Exod.14.2,Num.33.7,Jer.44.1,Jer.46.14,Ezek.29.10,Ezek.30.6	gnosis	medium	openbible
Migron	31.86921	35.26807	city	1Sam.14.2,Isa.10.28	gnosis	medium	openbible
Miletus	37.531111	27.275556	city	Acts.20.15,Acts.20.17,2Tim.4.20	gnosis	medium	openbible
Millo	31.776667	35.234167	city	2Sam.5.9,1Kgs.9.15,1Kgs.9.24,1Kgs.11.27,1Chr.11.8,2Chr.32.5	gnosis	medium	openbible
Minni	36.570278	46.275278	city	Jer.51.27	gnosis	medium	openbible
Mishal	32.872761	35.15133	city	Josh.19.26,Josh.21.30	gnosis	medium	openbible
Mithkah	30.640556	34.411111	city	Num.33.28,Num.33.29	gnosis	medium	openbible
Mizpeh	31.56485056116292	34.8467256730566	city	Josh.15.38	gnosis	medium	theographic
Mizpeh	31.1813258	35.70214779	city	1Sam.22.3	gnosis	medium	theographic
Moab	31.499159	35.780512	region	Gen.36.35,Exod.15.15,Num.21.11,Num.21.13,Num.21.15,Num.21.20,Num.21.26,Num.21.28,Num.21.29,Num.22.1,Num.22.3,Num.22.4,Num.22.7,Num.22.8,Num.22.10,Num.22.14,Num.22.21,Num.22.36,Num.23.6,Num.23.7,Num.23.17,Num.24.17,Num.25.1,Num.26.3,Num.26.63,Num.31.12,Num.33.44,Num.33.48,Num.33.49,Num.33.50,Num.35.1,Num.36.13,Deut.1.5,Deut.2.8,Deut.2.9,Deut.2.18,Deut.29.1,Deut.32.49,Deut.34.1,Deut.34.5,Deut.34.6,Deut.34.8,Josh.13.32,Josh.24.9,Judg.3.12,Judg.3.14,Judg.3.15,Judg.3.17,Judg.3.30,Judg.10.6,Judg.11.15,Judg.11.17,Judg.11.18,Judg.11.25,Ruth.1.1,Ruth.1.2,Ruth.1.6,Ruth.1.22,Ruth.2.6,Ruth.4.3,1Sam.12.9,1Sam.14.47,1Sam.22.3,1Sam.22.4,2Sam.8.2,2Sam.8.12,2Sam.23.20,1Kgs.11.7,1Kgs.11.33,2Kgs.1.1,2Kgs.3.4,2Kgs.3.5,2Kgs.3.7,2Kgs.3.10,2Kgs.3.13,2Kgs.3.23,2Kgs.3.26,2Kgs.23.13,1Chr.1.46,1Chr.4.22,1Chr.8.8,1Chr.11.22,1Chr.18.2,1Chr.18.11,2Chr.20.10,2Chr.20.22,2Chr.20.23,Neh.13.23,Ps.60.8,Ps.108.9,Isa.11.14,Isa.15.1,Isa.15.2,Isa.15.4,Isa.15.5,Isa.15.8,Isa.15.9,Isa.16.2,Isa.16.4,Isa.16.6,Isa.16.7,Isa.16.11,Isa.16.12,Isa.16.13,Isa.16.14,Isa.25.10,Jer.9.26,Jer.25.21,Jer.27.3,Jer.40.11,Jer.48.1,Jer.48.2,Jer.48.4,Jer.48.9,Jer.48.11,Jer.48.13,Jer.48.15,Jer.48.16,Jer.48.18,Jer.48.20,Jer.48.24,Jer.48.25,Jer.48.26,Jer.48.28,Jer.48.29,Jer.48.31,Jer.48.33,Jer.48.35,Jer.48.36,Jer.48.38,Jer.48.39,Jer.48.40,Jer.48.41,Jer.48.42,Jer.48.43,Jer.48.44,Jer.48.45,Jer.48.46,Jer.48.47,Ezek.25.8,Ezek.25.9,Ezek.25.11,Dan.11.41,Amos.2.1,Amos.2.2,Mic.6.5,Zeph.2.8,Zeph.2.9	gnosis	medium	theographic
Moresheth	31.60393321295081	34.90237777777779	city	Jer.26.18,Mic.1.1	gnosis	medium	theographic
Moresheth-gath	31.633361	34.916611	city	Mic.1.14	gnosis	medium	openbible
Moriah	31.777778	35.235556	city	Gen.22.2	gnosis	medium	openbible
Mortar	31.776667	35.234167	city	Zeph.1.11	gnosis	medium	openbible
Moserah	30.317396	35.407152	city	Deut.10.6	gnosis	medium	theographic
Moseroth	30.832057	35.056872	city	Num.33.30,Num.33.31	gnosis	medium	openbible
most holy place	31.777444	35.234935	city	1Kgs.6.16,1Kgs.7.50,1Kgs.8.6,1Kgs.8.13,1Chr.6.49,2Chr.3.8,2Chr.3.10,2Chr.4.22,2Chr.5.7,Ezek.41.4,Ezek.41.12,Ezek.45.3	gnosis	medium	theographic
mount Baalah	31.841389	34.785833	mountain	Josh.15.11	gnosis	medium	openbible
mount Baalhermon	33.4	35.85	mountain	Judg.3.3	gnosis	medium	openbible
mount Carmel	32.6725	35.023333	mountain	1Kgs.18.19,1Kgs.18.20,1Kgs.18.42,2Kgs.2.25,2Kgs.4.25	gnosis	medium	openbible
mount Ebal	32.234	35.2733	mountain	Deut.11.29,Deut.27.4,Deut.27.13,Josh.8.30,Josh.8.33	gnosis	medium	openbible
mount Ephraim	31.922778	35.241389	mountain	Jer.4.15	gnosis	medium	openbible
mount Ephron	31.796944	35.144167	mountain	Josh.15.9	gnosis	medium	openbible
mount Gerizim	32.199444	35.272778	mountain	Deut.11.29,Deut.27.12,Josh.8.33,Judg.9.7	gnosis	medium	openbible
mount Gilead	32.433889	35.414444	mountain	Judg.7.3	gnosis	medium	openbible
mount Halak	30.9144	34.8287	mountain	Josh.11.17,Josh.12.7	gnosis	medium	openbible
mount Heres	31.750621	34.974744	mountain	Judg.1.35	gnosis	medium	openbible
mount Hermon	33.4	35.85	mountain	Deut.3.8,Josh.11.17,Josh.12.1,Josh.12.5,Josh.13.5,Josh.13.11,1Chr.5.23	gnosis	medium	openbible
mount Hor	30.832057	35.056872	mountain	Num.20.22,Num.20.23,Num.20.25,Num.20.27,Num.21.4,Num.33.37,Num.33.38,Num.33.39,Num.33.41,Deut.32.50	gnosis	medium	openbible
mount Hor	35.710069	36.18808	mountain	Num.34.7,Num.34.8	gnosis	medium	theographic
mount Horeb	28.539722	33.973333	mountain	Exod.33.6	gnosis	medium	openbible
mount Jearim	31.781111	35.051111	mountain	Josh.15.10	gnosis	medium	openbible
mount Lebanon	34.299722	36.116389	mountain	Judg.3.3	gnosis	medium	openbible
mount Moriah	31.777778	35.235556	mountain	2Chr.3.1	gnosis	medium	openbible
mount of Esau	30.1843	35.3166	mountain	Obad.1.8,Obad.1.9,Obad.1.19,Obad.1.21	gnosis	medium	openbible
mount of Olives	31.777946	35.245686	mountain	Zech.14.4	gnosis	medium	openbible
mount Paran	28.539722	33.973333	mountain	Deut.33.2,Hab.3.3	gnosis	medium	openbible
mount Perazim	31.785217	35.204735	mountain	Isa.28.21	gnosis	medium	openbible
mount Seir	30.1843	35.3166	mountain	Deut.1.2,Deut.2.1,Deut.2.5,1Chr.4.42,2Chr.20.10,2Chr.20.22,Ezek.35.2,Ezek.35.3,Ezek.35.7,Ezek.35.15	gnosis	medium	openbible
mount Seir	31.783333	34.994	mountain	Josh.15.10	gnosis	medium	theographic
mount Shapher	30.50662	34.30356	mountain	Num.33.23,Num.33.24	gnosis	medium	openbible
mount Sinai	28.539722	33.973333	mountain	Exod.19.11,Exod.19.18,Exod.19.20,Exod.19.23,Exod.24.16,Exod.31.18,Exod.34.2,Exod.34.4,Exod.34.29,Exod.34.32,Lev.25.1,Lev.26.46,Lev.27.34,Num.3.1,Num.28.6,Neh.9.13,Acts.7.30,Acts.7.38,Gal.4.24,Gal.4.25	gnosis	medium	openbible
mount Sion	31.771667	35.228611	mountain	Deut.4.48	gnosis	medium	openbible
mount Tabor	32.68625	35.392917	mountain	Judg.4.6,Judg.4.12,Judg.4.14	gnosis	medium	openbible
mount Zalmon	32.234	35.2733	mountain	Judg.9.48	gnosis	medium	openbible
mount Zion	31.771667	35.228611	mountain	2Kgs.19.31,Ps.48.2,Ps.48.11,Ps.74.2,Ps.78.68,Ps.125.1,Isa.4.5,Isa.8.18,Isa.10.12,Isa.18.7,Isa.24.23,Isa.29.8,Isa.31.4,Isa.37.32,Lam.5.18,Joel.2.32,Obad.1.17,Obad.1.21,Mic.4.7,Heb.12.22,Rev.14.1	gnosis	medium	openbible
Mysia	40	28.5	region	Acts.16.7,Acts.16.8	gnosis	medium	openbible
Naarah	31.893472	35.42475	city	Josh.16.7	gnosis	medium	openbible
Nahaliel	31.618056	35.567222	region	Num.21.19	gnosis	medium	openbible
Nain	32.630694	35.350139	city	Luke.7.11	gnosis	medium	openbible
Naioth	31.85434	35.23161	city	1Sam.19.18,1Sam.19.19,1Sam.19.22,1Sam.19.23,1Sam.20.1	gnosis	medium	openbible
Naphath	32.58418313614938	35.18229165870594	city	Josh.17.11	gnosis	medium	theographic
Naphath-dor	32.617428	34.916364	city	1Kgs.4.11	gnosis	medium	openbible
Naphish	32.80007552505443	35.93730130476259	city	1Chr.5.19	gnosis	medium	theographic
Naphoth-dor	32.617428	34.916364	city	Josh.11.2	gnosis	medium	openbible
Nazareth	32.70214	35.29769	city	Matt.2.23,Matt.4.13,Matt.21.11,Matt.26.71,Mark.1.9,Mark.1.24,Mark.10.47,Mark.16.6,Luke.1.26,Luke.2.4,Luke.2.39,Luke.2.51,Luke.4.16,Luke.4.34,Luke.18.37,Luke.24.19,John.1.45,John.1.46,John.18.5,John.18.7,John.19.19,Acts.2.22,Acts.3.6,Acts.4.10,Acts.6.14,Acts.10.38,Acts.22.8,Acts.26.9	gnosis	medium	openbible
Neah	32.804203	35.423456	city	Josh.19.13	gnosis	medium	openbible
Nebaioth	30.32243571223214	35.45627946919968	city	Isa.60.7	gnosis	medium	theographic
Negeb	31.244722	34.840833	region	Gen.12.9,Gen.13.1,Gen.13.3,Gen.20.1,Gen.24.62,Num.13.17,Num.13.22,Num.13.29,Num.21.1,Num.33.40,Deut.1.7,Deut.34.3,Josh.10.40,Josh.11.16,Josh.12.8,Josh.15.19,Josh.19.8,Judg.1.9,Judg.1.15,Judg.1.16,1Sam.27.10,1Sam.30.1,1Sam.30.14,1Sam.30.27,2Sam.24.7,2Chr.28.18,Isa.21.1,Isa.30.6,Jer.13.19,Jer.17.26,Jer.32.44,Jer.33.13,Ezek.20.46,Ezek.20.47,Obad.1.19,Obad.1.20	gnosis	medium	openbible
Nehelam	32.75	36.240833	city	Jer.29.24,Jer.29.31,Jer.29.32	gnosis	medium	openbible
Netaim	31.678795	34.933932	city	1Chr.4.23	gnosis	medium	openbible
new gate	31.776667	35.234167	city	Jer.26.10,Jer.36.10	gnosis	medium	openbible
Nibshan	31.69945	35.38143	city	Josh.15.62	gnosis	medium	openbible
Nimrah	31.909106	35.63872	city	Num.32.3	gnosis	medium	openbible
Nimrod	36.3594	43.1528	city	Mic.5.6	gnosis	medium	openbible
Nineveh	36.3594	43.1528	city	Gen.10.11,Gen.10.12,2Kgs.19.36,Isa.37.37,Jonah.1.2,Jonah.3.2,Jonah.3.3,Jonah.3.4,Jonah.3.5,Jonah.3.6,Jonah.3.7,Jonah.4.11,Nah.1.1,Nah.2.8,Nah.3.7,Zeph.2.13,Matt.12.41,Luke.11.30	gnosis	medium	openbible
Nobah	32.756919	36.6164	city	Num.32.42,Judg.8.11	gnosis	medium	theographic
Nodab	32.80007552505443	35.93730130476259	city	1Chr.5.19	gnosis	medium	theographic
Nohah	31.752603	35.181972	city	1Chr.8.6	gnosis	medium	theographic
Nophah	31.180556	35.701389	city	Num.21.30	gnosis	medium	openbible
Oboth	30.616667	35.19	city	Num.21.10,Num.21.11,Num.33.43,Num.33.44	gnosis	medium	openbible
old gate	31.776667	35.234167	landmark	Neh.3.6	gnosis	medium	openbible
Olivet	31.77809503	35.24719761	mountain	Luke.19.29,Luke.21.37,Acts.1.12	gnosis	medium	theographic
Ophel	31.775333	35.236222	city	2Chr.27.3,2Chr.33.14,Neh.3.26,Neh.3.27,Neh.11.21	gnosis	medium	openbible
Ophir	18.216667	42.5	region	1Kgs.9.28,1Kgs.10.11,1Kgs.22.48,1Chr.29.4,2Chr.8.18,2Chr.9.10,Job.22.24,Job.28.16,Ps.45.9,Isa.13.12	gnosis	medium	openbible
Paddan	36.86386407659651	39.03219672227345	city	Gen.48.7	gnosis	medium	theographic
Paddan-aram	36.864444	39.032778	city	Gen.25.20,Gen.28.2,Gen.28.5,Gen.28.6,Gen.28.7,Gen.31.18,Gen.33.18,Gen.35.9,Gen.35.26,Gen.46.15	gnosis	medium	openbible
Pai	30.734691	35.60625	city	1Chr.1.50	gnosis	medium	theographic
Pamphylia	37	31	region	Acts.2.10,Acts.13.13,Acts.14.24,Acts.15.38,Acts.27.5	gnosis	medium	openbible
Parvaim	16.871944	43.711389	region	2Chr.3.6	gnosis	medium	openbible
Pas-dammim	31.691186	34.944496	city	1Chr.11.13	gnosis	medium	theographic
Pathros	24.1	32.7	region	Isa.11.11,Jer.44.1,Jer.44.15,Ezek.29.14,Ezek.30.14	gnosis	medium	openbible
Pau	31.121389	35.19	city	Gen.36.39	gnosis	medium	openbible
Pavement	31.777444	35.234935	landmark	John.19.13	gnosis	medium	theographic
Pekod	31.36112	47.44964	city	Jer.50.21,Ezek.23.23	gnosis	medium	openbible
Peor	31.777021	35.738498	mountain	Num.23.28,Num.25.18,Num.31.16,Josh.22.17	gnosis	medium	openbible
Perez-uzza	31.776667	35.234167	city	1Chr.13.11	gnosis	medium	openbible
Perez-uzzah	31.776667	35.234167	city	2Sam.6.8	gnosis	medium	openbible
Pergamum	39.13216	27.18421	city	Rev.1.11,Rev.2.12	gnosis	medium	openbible
Persia	34.8065	48.516247	region	2Chr.36.20,2Chr.36.22,2Chr.36.23,Ezra.1.1,Ezra.1.2,Ezra.1.8,Ezra.3.7,Ezra.4.3,Ezra.4.5,Ezra.4.7,Ezra.4.24,Ezra.6.14,Ezra.7.1,Ezra.9.9,Esth.1.3,Esth.1.14,Esth.1.18,Esth.10.2,Ezek.27.10,Ezek.38.5,Dan.8.20,Dan.10.1,Dan.10.13,Dan.10.20,Dan.11.2	gnosis	medium	openbible
Phenicia	33.270833	35.196111	region	Acts.11.19,Acts.15.3,Acts.21.2	gnosis	medium	openbible
Philadelphia	38.35	28.516667	city	Rev.1.11,Rev.3.7	gnosis	medium	openbible
Philippi	41.012072	24.284576	city	Acts.16.12,Acts.20.6,Phil.1.1,1Thess.2.2	gnosis	medium	openbible
Philistia	31.663889	34.545833	region	Exod.15.14,Ps.60.8,Ps.87.4,Ps.108.9,Isa.14.29,Isa.14.31	gnosis	medium	openbible
Phrygia	39	31	region	Acts.2.10,Acts.16.6,Acts.18.23	gnosis	medium	openbible
Pi-hahiroth	30.860556	32.171389	city	Exod.14.2,Exod.14.9,Num.33.7	gnosis	medium	openbible
Pillars	31.776667	35.234167	city	1Kgs.7.6	gnosis	medium	openbible
Pisgah	31.767778	35.725556	city	Num.21.20,Num.23.14,Deut.3.27,Deut.4.49,Deut.34.1	gnosis	medium	openbible
Pison	17.119722	42.416389	river	Gen.2.11	gnosis	medium	openbible
Pisidia	38.306111	31.189167	region	Acts.13.14,Acts.14.24	gnosis	medium	openbible
Pithom	30.5475	31.963611	city	Exod.1.11	gnosis	medium	openbible
Place	31.777444	35.234935	city	Matt.27.33,Mark.15.22	gnosis	medium	theographic
Plain	31.87060143818292	35.44386371224434	city	Deut.34.3,Deut.34.8	gnosis	medium	theographic
plain of Aven	34.007611	36.2044	city	Amos.1.5	gnosis	medium	openbible
plain of Jordan	32.317222	35.57	city	Gen.13.10,Gen.13.11	gnosis	medium	openbible
Pontus	40.68	37.83	region	Acts.2.9,Acts.18.2,1Pet.1.1	gnosis	medium	openbible
Pool	31.777444	35.234935	landmark	Neh.2.14	gnosis	medium	theographic
prison gate	31.776667	35.234167	landmark	Neh.12.39	gnosis	medium	openbible
Ptolemais	32.9214	35.0692	city	Acts.21.7	gnosis	medium	openbible
Pul	32.824979	21.858301	city	Isa.66.19	gnosis	medium	theographic
Punon	30.62775	35.493647	city	Num.33.42,Num.33.43	gnosis	medium	openbible
Put	32.820946	21.851229	city	Jer.46.9,Ezek.30.13,Nah.3.9	gnosis	medium	openbible
Raamah	17.477271	44.179373	region	Ezek.27.22	gnosis	medium	openbible
Rabbah	31.9547	35.9343	city	Deut.3.11,Josh.13.25,Josh.15.60,2Sam.11.1,2Sam.12.26,2Sam.12.27,2Sam.12.29,2Sam.17.27,1Chr.20.1,Jer.49.2,Jer.49.3,Ezek.21.20,Ezek.25.5,Amos.1.14	gnosis	medium	openbible
Racal	31.422876	35.132952	city	1Sam.30.29	gnosis	medium	openbible
Rahab	30.108086	31.33822	city	Ps.87.4,Ps.89.10,Isa.51.9	gnosis	medium	theographic
Rakkath	32.806389	35.525833	city	Josh.19.35	gnosis	medium	openbible
Ramah	31.89964	35.20422	city	Josh.18.25,Josh.19.8,Judg.4.5,Judg.19.13,1Kgs.15.17,1Kgs.15.21,1Kgs.15.22,2Chr.16.1,2Chr.16.5,2Chr.16.6,Ezra.2.26,Neh.7.30,Neh.11.33,Isa.10.29,Jer.31.15,Jer.40.1,Hos.5.8	gnosis	medium	theographic
Ramah	33.111078	35.310464	city	Josh.19.29	gnosis	medium	theographic
Ramah	32.93901	35.368123	city	Josh.19.36	gnosis	medium	theographic
Ramah	32.040597	35.021578	city	1Sam.1.19,1Sam.2.11,1Sam.7.17,1Sam.8.4,1Sam.15.34,1Sam.16.13,1Sam.19.18,1Sam.19.19,1Sam.19.22,1Sam.19.23,1Sam.20.1,1Sam.25.1,1Sam.28.3	gnosis	medium	theographic
Ramah	32.56526757	36.00555931	city	2Kgs.8.29,2Chr.22.6	gnosis	medium	theographic
Ramath-lehi	31.748796	35.001006	city	Judg.15.17	gnosis	medium	openbible
Ramath-mizpeh	32.118511	35.77702	city	Josh.13.26	gnosis	medium	openbible
Ramathaim-zophim	31.85434	35.23161	city	1Sam.1.1	gnosis	medium	openbible
Ramoth	32.595556	35.521389	city	1Chr.6.73,1Chr.6.80	gnosis	medium	openbible
Ramoth	32.049953	35.733402	city	1Sam.30.27	gnosis	medium	theographic
Ramoth	32.56526757	36.00555931	city	Deut.4.43,Josh.20.8,Josh.21.38	gnosis	medium	theographic
Recah	31.704306	35.207639	city	1Chr.4.12	gnosis	medium	openbible
Red sea	28.75	33	sea	Exod.10.19,Exod.13.18,Exod.15.4,Exod.15.22,Exod.23.31,Num.14.25,Num.21.4,Num.33.10,Num.33.11,Deut.1.40,Deut.2.1,Deut.11.4,Josh.2.10,Josh.4.23,Josh.24.6,Judg.11.16,1Kgs.9.26,Neh.9.9,Ps.106.7,Ps.106.9,Ps.106.22,Ps.136.13,Ps.136.15,Jer.49.21,Acts.7.36,Heb.11.29	gnosis	medium	openbible
Rehob	33.219354	35.544122	city	Num.13.21,2Sam.10.8	gnosis	medium	theographic
Rehob	33.125828	35.165	city	Josh.19.28	gnosis	medium	theographic
Rehob	32.955448	35.211971	city	Josh.19.30,Josh.21.31,Judg.1.31,1Chr.6.75	gnosis	medium	theographic
Rekem	31.870556	35.192222	city	Josh.18.27	gnosis	medium	openbible
Remeth	32.595556	35.521389	city	Josh.19.21	gnosis	medium	openbible
Rephaim	32.80007552505443	35.93730130476259	city	Deut.3.13	gnosis	medium	theographic
Resen	36.1437	43.31452	city	Gen.10.12	gnosis	medium	openbible
Rimmon-perez	29.54022	34.65429	city	Num.33.19,Num.33.20	gnosis	medium	openbible
Rissah	28.026	35.248	city	Num.33.21,Num.33.22	gnosis	medium	openbible
Rithmah	29.03369	34.1255	city	Num.33.18,Num.33.19	gnosis	medium	openbible
river	31.776667	35.234167	region	Ezra.4.10,Ezra.4.11,Ezra.4.16,Ezra.4.17,Ezra.4.20,Ezra.5.3,Ezra.5.6,Ezra.6.6,Ezra.6.8,Ezra.6.13,Ezra.7.21,Ezra.7.25,Ezra.8.36,Neh.2.7,Neh.2.9,Neh.3.7	gnosis	medium	openbible
river	34.74942377777777	40.93640094	sea	Num.22.5,Deut.11.24,Josh.24.3,Josh.24.14,Josh.24.15,Isa.7.20,Isa.8.7,Isa.11.15,Mic.7.12,Zech.9.10	gnosis	medium	theographic
river of Arnon	31.465833	35.573333	river	Deut.2.24,Deut.2.36,Deut.3.8,Deut.3.12,Deut.3.16,Deut.4.48,Josh.12.1,Josh.12.2,Josh.13.9,Josh.13.16,2Kgs.10.33	gnosis	medium	openbible
Rock	31.451513	35.232889	city	Josh.15.55,1Sam.23.24,1Sam.23.25,1Sam.25.2	gnosis	medium	openbible
Rocks	31.45	35.383333	city	1Sam.24.2	gnosis	medium	openbible
Rogelim	32.527889	35.780628	city	2Sam.17.27,2Sam.19.31	gnosis	medium	openbible
Rome	41.8922	12.4852	city	Acts.2.10,Acts.18.2,Acts.19.21,Acts.23.11,Acts.28.14,Acts.28.16,Rom.1.7,Rom.1.15,2Tim.1.17	gnosis	medium	openbible
Rumah	32.78892	35.29321	city	2Kgs.23.36	gnosis	medium	openbible
Sahar	33.550833	36.139722	city	Ezek.27.18	gnosis	medium	openbible
Salem	31.776667	35.234167	city	Gen.14.18,Ps.76.2,Heb.7.1,Heb.7.2	gnosis	medium	openbible
Salt	31.740833	35.458611	city	Josh.15.62	gnosis	medium	openbible
salt sea	31.5	35.5	sea	Gen.14.3,Num.34.3,Num.34.12,Deut.3.17,Josh.3.16,Josh.12.3,Josh.15.2,Josh.15.5,Josh.18.19	gnosis	medium	openbible
Sansannah	31.3445	34.9014	city	Josh.15.31	gnosis	medium	openbible
Saron	32.639068	34.945929	region	1Chr.27.29,Song.2.1,Isa.33.9,Isa.35.2,Isa.65.10,Acts.9.35	gnosis	medium	theographic
sea of Chinnereth	32.80677586	35.58936053	sea	Num.34.11,Josh.13.27	gnosis	medium	theographic
sea of Chinneroth	32.80677586	35.58936053	sea	Josh.12.3	gnosis	medium	theographic
sea of the Philistines	33.24	33.47	sea	Exod.23.31	gnosis	medium	theographic
sea of the plain	31.538593	35.482268	sea	Josh.3.16,2Kgs.14.25	gnosis	medium	theographic
sea of Tiberias	32.80677586	35.58936053	sea	John.6.1,John.21.1	gnosis	medium	theographic
Seba	9.022736	38.746799	region	Ps.72.10,Isa.43.3	gnosis	medium	theographic
Sebam	31.815283	35.766738	city	Num.32.3	gnosis	medium	theographic
Second Quarter	31.776667	35.234167	city	2Kgs.22.14,2Chr.34.22	gnosis	medium	openbible
Seir	33.4	35.85	region	Gen.14.6,Gen.32.3,Gen.33.14,Gen.33.16,Gen.36.8,Gen.36.9,Gen.36.30,Num.24.18,Deut.1.44,Deut.2.4,Deut.2.8,Deut.2.12,Deut.2.22,Deut.2.29,Deut.33.2,Josh.11.17,Josh.12.7,Josh.24.4,Judg.5.4,2Chr.20.23,2Chr.25.11,2Chr.25.14,Isa.21.11,Ezek.25.8	gnosis	medium	openbible
Seirah	31.9878	35.3332	city	Judg.3.26	gnosis	medium	openbible
Senir	33.4	35.85	city	Deut.3.9,1Chr.5.23,Song.4.8,Ezek.27.5	gnosis	medium	openbible
Sepharad	38.488333	28.040278	city	Obad.1.20	gnosis	medium	openbible
Sepharvaim	34.401068	36.636361	city	2Kgs.17.24,2Kgs.17.31,2Kgs.18.34,2Kgs.19.13,Isa.36.19,Isa.37.13	gnosis	medium	openbible
Serpent's Stone	31.767198	35.235985	city	1Kgs.1.9	gnosis	medium	openbible
Shaalabbin	31.870364	34.981728	city	Josh.19.42	gnosis	medium	theographic
Shaalim	31.954444	35.300278	city	1Sam.9.4	gnosis	medium	openbible
Shaaraim	31.7355	35.02757	city	Josh.15.36,1Sam.17.52	gnosis	medium	openbible
Shaaraim	31.282222	34.4825	city	1Chr.4.31	gnosis	medium	theographic
Shahazumah	32.54175	35.3666	city	Josh.19.22	gnosis	medium	openbible
Shalishah	32.1525	35.044167	city	1Sam.9.4	gnosis	medium	openbible
Shallecheth	31.776667	35.234167	landmark	1Chr.26.16	gnosis	medium	openbible
Shaphir	31.713231	34.704236	city	Mic.1.11	gnosis	medium	openbible
Sharon	33.41615982399708	35.85725617635589	city	1Chr.5.16	gnosis	medium	theographic
Shaveh-kiriathaim	31.540556	35.686111	city	Gen.14.5	gnosis	medium	openbible
Sheba	9.022736	38.746799	region	Josh.19.2,1Kgs.10.1,1Kgs.10.4,1Kgs.10.10,1Kgs.10.13,2Chr.9.1,2Chr.9.3,2Chr.9.9,2Chr.9.12,Job.6.19,Ps.72.10,Ps.72.15,Isa.60.6,Jer.6.20,Ezek.27.22,Ezek.27.23,Ezek.38.13	gnosis	medium	theographic
Shebarim	31.907274	35.310588	city	Josh.7.5	gnosis	medium	openbible
Shechem	32.213611	35.281944	city	Gen.12.6,Gen.33.18,Gen.34.2,Gen.35.4,Gen.37.12,Gen.37.13,Gen.37.14,Josh.17.7,Josh.20.7,Josh.21.21,Josh.24.1,Josh.24.25,Josh.24.32,Judg.8.31,Judg.9.1,Judg.9.2,Judg.9.3,Judg.9.6,Judg.9.7,Judg.9.18,Judg.9.20,Judg.9.23,Judg.9.24,Judg.9.25,Judg.9.26,Judg.9.28,Judg.9.31,Judg.9.34,Judg.9.39,Judg.9.41,Judg.9.57,Judg.21.19,1Kgs.12.1,1Kgs.12.25,1Chr.6.67,1Chr.7.28,2Chr.10.1,Ps.60.6,Ps.108.7,Jer.41.5	gnosis	medium	openbible
sheep gate	31.776667	35.234167	landmark	Neh.3.1,Neh.3.32,Neh.12.39,John.5.2	gnosis	medium	openbible
Shema	31.244722	34.840833	city	Josh.15.26	gnosis	medium	openbible
Shepham	34.39674	36.38715	city	Num.34.10,Num.34.11	gnosis	medium	openbible
Shephelah	31.691667	34.875	region	1Kgs.10.27,1Chr.27.28,2Chr.1.15,2Chr.9.27,2Chr.26.10,2Chr.28.18	gnosis	medium	openbible
